"mV"
-0.15625
-0.07291667
-0.01041667
0.03125
0.04166667
0.05208333
0.05208333
0.05208333
0.05208333
0.05208333
0.05208333
0.05208333
0.05208333
0.05208333
0.04166667
0.04166667
0.04166667
0.03125
0.03125
0.02083333
0.02083333
0.01041667
0.01041667
0.01041667
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.01041667
0.01041667
0.01041667
0.0
-0.01041667
-0.01041667
-0.01041667
-0.01041667
0.0
0.0
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.03125
0.08333333
0.14583333
0.15625
-0.02083333
-0.22916667
-0.3125
-0.26041667
-0.19791667
-0.13541667
-0.0625
0.0
0.02083333
0.03125
0.04166667
0.04166667
0.04166667
0.04166667
0.04166667
0.04166667
0.04166667
0.04166667
0.04166667
0.04166667
0.04166667
0.04166667
0.04166667
0.03125
0.03125
0.03125
0.03125
0.03125
0.02083333
0.02083333
0.02083333
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.02083333
0.02083333
0.02083333
0.02083333
0.03125
0.03125
0.02083333
0.01041667
0.0
0.0
0.0
0.0
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.02083333
0.05208333
0.10416667
0.15625
0.125
-0.05208333
-0.25
-0.29166667
-0.22916667
-0.17708333
-0.11458333
-0.03125
0.02083333
0.04166667
0.05208333
0.05208333
0.0625
0.0625
0.0625
0.0625
0.0625
0.05208333
0.05208333
0.05208333
0.05208333
0.05208333
0.04166667
0.04166667
0.03125
0.03125
0.03125
0.02083333
0.02083333
0.02083333
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.02083333
0.02083333
0.02083333
0.02083333
0.01041667
0.0
0.0
0.0
0.0
0.01041667
0.01041667
0.02083333
0.02083333
0.02083333
0.02083333
0.02083333
0.02083333
0.05208333
0.10416667
0.15625
0.125
-0.05208333
-0.25
-0.29166667
-0.22916667
-0.17708333
-0.11458333
-0.03125
0.02083333
0.04166667
0.05208333
0.05208333
0.0625
0.0625
0.05208333
0.05208333
0.05208333
0.05208333
0.04166667
0.04166667
0.04166667
0.04166667
0.03125
0.03125
0.03125
0.02083333
0.02083333
0.02083333
0.02083333
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.02083333
0.02083333
0.02083333
0.01041667
0.0
0.0
0.0
0.0
0.0
0.01041667
0.01041667
0.02083333
0.02083333
0.02083333
0.02083333
0.02083333
0.03125
0.07291667
0.13541667
0.15625
0.07291667
-0.125
-0.29166667
-0.30208333
-0.21875
-0.16666667
-0.09375
-0.01041667
0.03125
0.04166667
0.04166667
0.04166667
0.05208333
0.05208333
0.05208333
0.05208333
0.04166667
0.04166667
0.04166667
0.04166667
0.04166667
0.03125
0.03125
0.03125
0.02083333
0.02083333
0.02083333
0.01041667
0.01041667
0.01041667
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.01041667
0.01041667
0.01041667
0.01041667
0.0
-0.01041667
-0.01041667
-0.02083333
-0.02083333
-0.01041667
0.0
0.0
0.0
0.0
0.0
0.0
0.01041667
0.03125
0.08333333
0.14583333
0.15625
-0.01041667
-0.22916667
-0.32291667
-0.27083333
-0.20833333
-0.14583333
-0.07291667
0.0
0.02083333
0.03125
0.04166667
0.04166667
0.04166667
0.04166667
0.04166667
0.04166667
0.04166667
0.04166667
0.04166667
0.04166667
0.03125
0.03125
0.03125
0.03125
0.02083333
0.02083333
0.02083333
0.02083333
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.02083333
0.02083333
0.02083333
0.0
-0.01041667
-0.01041667
-0.01041667
0.0
0.0
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.02083333
0.05208333
0.10416667
0.15625
0.11458333
-0.0625
-0.25
-0.29166667
-0.22916667
-0.17708333
-0.10416667
-0.03125
0.02083333
0.04166667
0.05208333
0.05208333
0.0625
0.0625
0.0625
0.05208333
0.05208333
0.05208333
0.05208333
0.04166667
0.04166667
0.04166667
0.04166667
0.03125
0.03125
0.03125
0.02083333
0.02083333
0.02083333
0.02083333
0.02083333
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.02083333
0.02083333
0.02083333
0.02083333
0.02083333
0.01041667
0.0
0.0
0.0
0.0
0.01041667
0.01041667
0.02083333
0.02083333
0.02083333
0.02083333
0.02083333
0.02083333
0.0625
0.125
0.15625
0.10416667
-0.09375
-0.27083333
-0.30208333
-0.22916667
-0.17708333
-0.10416667
-0.02083333
0.03125
0.04166667
0.05208333
0.05208333
0.05208333
0.05208333
0.05208333
0.05208333
0.05208333
0.05208333
0.04166667
0.04166667
0.04166667
0.04166667
0.03125
0.03125
0.03125
0.02083333
0.02083333
0.02083333
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.02083333
0.02083333
0.02083333
0.03125
0.01041667
0.0
0.0
0.0
0.0
0.0
0.01041667
0.01041667
0.01041667
0.02083333
0.02083333
0.02083333
0.02083333
0.03125
0.08333333
0.14583333
0.15625
0.03125
-0.17708333
-0.30208333
-0.27083333
-0.21875
-0.15625
-0.07291667
0.0
0.03125
0.04166667
0.04166667
0.04166667
0.04166667
0.04166667
0.04166667
0.04166667
0.04166667
0.04166667
0.04166667
0.03125
0.03125
0.03125
0.02083333
0.02083333
0.02083333
0.02083333
0.01041667
0.01041667
0.01041667
0.01041667
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.01041667
0.01041667
0.0
-0.01041667
-0.02083333
-0.02083333
-0.02083333
-0.02083333
-0.01041667
-0.01041667
0.0
0.0
0.0
0.0
0.0
0.0
0.03125
0.09375
0.14583333
0.10416667
-0.09375
-0.29166667
-0.32291667
-0.25
-0.19791667
-0.125
-0.05208333
0.0
0.02083333
0.03125
0.03125
0.04166667
0.04166667
0.04166667
0.04166667
0.04166667
0.04166667
0.04166667
0.04166667
0.04166667
0.04166667
0.04166667
0.04166667
0.03125
0.03125
0.03125
0.03125
0.02083333
0.02083333
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.02083333
0.02083333
0.01041667
0.0
-0.01041667
-0.01041667
-0.01041667
0.0
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.02083333
0.03125
0.07291667
0.13541667
0.15625
0.05208333
-0.15625
-0.29166667
-0.27083333
-0.20833333
-0.15625
-0.07291667
0.0
0.03125
0.04166667
0.05208333
0.05208333
0.05208333
0.05208333
0.05208333
0.05208333
0.05208333
0.05208333
0.05208333
0.05208333
0.05208333
0.04166667
0.04166667
0.03125
0.03125
0.02083333
0.02083333
0.02083333
0.02083333
0.02083333
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.02083333
0.02083333
0.02083333
0.02083333
0.01041667
0.0
0.0
0.0
0.01041667
0.01041667
0.02083333
0.02083333
0.02083333
0.02083333
0.02083333
0.02083333
0.04166667
0.09375
0.15625
0.16666667
0.01041667
-0.19791667
-0.30208333
-0.26041667
-0.19791667
-0.14583333
-0.0625
0.0
0.03125
0.04166667
0.05208333
0.05208333
0.05208333
0.05208333
0.05208333
0.05208333
0.05208333
0.05208333
0.04166667
0.04166667
0.04166667
0.04166667
0.04166667
0.03125
0.03125
0.02083333
0.02083333
0.02083333
0.02083333
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.02083333
0.02083333
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.02083333
0.02083333
0.02083333
0.02083333
0.01041667
0.0
0.0
0.0
0.0
0.01041667
0.01041667
0.01041667
0.02083333
0.02083333
0.02083333
0.02083333
0.03125
0.0625
0.11458333
0.15625
0.09375
-0.10416667
-0.28125
-0.30208333
-0.23958333
-0.17708333
-0.10416667
-0.02083333
0.02083333
0.04166667
0.05208333
0.05208333
0.05208333
0.05208333
0.05208333
0.05208333
0.04166667
0.04166667
0.04166667
0.04166667
0.04166667
0.03125
0.03125
0.03125
0.02083333
0.02083333
0.02083333
0.01041667
0.01041667
0.01041667
0.01041667
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.01041667
0.01041667
0.01041667
0.0
-0.01041667
-0.01041667
-0.01041667
-0.01041667
-0.01041667
0.0
0.0
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.03125
0.08333333
0.14583333
0.15625
0.0
-0.21875
-0.3125
-0.26041667
-0.20833333
-0.13541667
-0.0625
0.0
0.03125
0.04166667
0.05208333
0.05208333
0.05208333
0.05208333
0.05208333
0.05208333
0.05208333
0.04166667
0.04166667
0.04166667
0.04166667
0.04166667
0.04166667
0.03125
0.03125
0.03125
0.03125
0.03125
0.02083333
0.02083333
0.02083333
0.02083333
0.02083333
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.02083333
0.02083333
0.02083333
0.02083333
0.01041667
0.0
0.0
0.0
0.0
0.01041667
0.01041667
0.02083333
0.02083333
0.02083333
0.02083333
0.02083333
0.03125
0.0625
0.11458333
0.16666667
0.125
-0.0625
-0.25
-0.29166667
-0.22916667
-0.17708333
-0.11458333
-0.03125
0.02083333
0.04166667
0.05208333
0.05208333
0.05208333
0.05208333
0.05208333
0.05208333
0.05208333
0.05208333
0.05208333
0.05208333
0.05208333
0.04166667
0.04166667
0.04166667
0.04166667
0.03125
0.03125
0.02083333
0.02083333
0.02083333
0.02083333
0.02083333
0.02083333
0.02083333
0.02083333
0.02083333
0.02083333
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.02083333
0.03125
0.03125
0.02083333
0.01041667
0.0
0.0
0.0
0.0
0.01041667
0.01041667
0.02083333
0.02083333
0.02083333
0.02083333
0.02083333
0.03125
0.0625
0.125
0.16666667
0.09375
-0.11458333
-0.28125
-0.29166667
-0.22916667
-0.17708333
-0.10416667
-0.02083333
0.02083333
0.03125
0.04166667
0.04166667
0.05208333
0.05208333
0.05208333
0.05208333
0.05208333
0.04166667
0.04166667
0.04166667
0.04166667
0.04166667
0.03125
0.03125
0.02083333
0.02083333
0.02083333
0.02083333
0.02083333
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.02083333
0.02083333
0.02083333
0.01041667
0.0
-0.01041667
-0.01041667
0.0
0.0
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.02083333
0.04166667
0.08333333
0.14583333
0.15625
0.01041667
-0.20833333
-0.30208333
-0.26041667
-0.20833333
-0.14583333
-0.07291667
0.0
0.02083333
0.03125
0.04166667
0.04166667
0.04166667
0.04166667
0.03125
0.03125
0.03125
0.03125
0.03125
0.03125
0.03125
0.02083333
0.02083333
0.02083333
0.01041667
0.01041667
0.01041667
0.01041667
0.01041667
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.01041667
0.0
-0.01041667
-0.02083333
-0.02083333
-0.02083333
-0.02083333
-0.01041667
0.0
0.0
0.0
0.0
0.0
0.0
0.01041667
0.04166667
0.10416667
0.14583333
0.08333333
-0.11458333
-0.29166667
-0.32291667
-0.23958333
-0.17708333
-0.10416667
-0.03125
0.02083333
0.04166667
0.04166667
0.04166667
0.05208333
0.05208333
0.05208333
0.05208333
0.05208333
